search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
Puma,1059391239711083,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2026-01-29,2026-02-16,18,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307906.0,,UNKNOWN,,https://www.facebook.com/planetasportrs/,2026-04-02 20:09:46
Puma,1641698490577142,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2025-12-12,2026-01-30,49,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307906.0,,UNKNOWN,,https://www.facebook.com/planetasportrs/,2026-04-02 20:09:46
Puma,808763548553232,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2025-10-15,2025-11-05,21,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307906.0,,UNKNOWN,,https://www.facebook.com/planetasportrs/,2026-04-02 20:09:46
Puma,660509133762064,Planeta Sport,134402416632442,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,Kupi odmah,Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu! | Vrati se na sajt i dovrši svoju kupovinu!,planetasport.rs,Shop now,https://planetasport.rs/,2025-09-30,2025-10-15,15,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,307906.0,,UNKNOWN,,https://www.facebook.com/planetasportrs/,2026-04-02 20:09:46
Nike Indonesia,3060174754161409,Poiuthrift.com,117427228131768,INACTIVE,INSTAGRAM,CAROUSEL,N/A,N/A,instagram.com,Visit Instagram profile,https://www.instagram.com/_u/poiuthrift,2026-01-06,2026-01-10,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11.0,2.0,UNKNOWN,,https://www.facebook.com/61552916656489/,2026-04-02 20:08:59
Nike Indonesia,495954345853398,Populis,104622532469179,INACTIVE,FACEBOOK,VIDEO,"Indonesia Produsen Sepatu Olahraga Terbesar Di Dunia, Airlangga Lakukan Ini!",Bangga gilaaa!!! 🤩,N/A,N/A,N/A,2022-12-17,2022-12-26,9,100K-125K,N/A,N/A,IDR,3705.0,3.0,POLITICAL,,https://www.facebook.com/Populiss/,2026-04-02 20:08:59
Nike Indonesia,1457246404767417,Populis,104622532469179,INACTIVE,FACEBOOK,VIDEO,"Indonesia Produsen Sepatu Olahraga Terbesar Di Dunia, Airlangga Lakukan Ini!",Bangga gilaaa!!! 🤩,N/A,N/A,N/A,2022-12-17,2022-12-27,10,80K-90K,N/A,N/A,IDR,3705.0,3.0,POLITICAL,,https://www.facebook.com/Populiss/,2026-04-02 20:08:59
Nike Indonesia,1311404143034778,Populis,104622532469179,INACTIVE,FACEBOOK,VIDEO,"Indonesia Produsen Sepatu Olahraga Terbesar Di Dunia, Airlangga Lakukan Ini!",Bangga gilaaa!!! 🤩,N/A,N/A,N/A,2022-12-17,2022-12-27,10,40K-45K,N/A,N/A,IDR,3705.0,3.0,POLITICAL,,https://www.facebook.com/Populiss/,2026-04-02 20:08:59
Nike Indonesia,490380363235235,Populis,104622532469179,INACTIVE,INSTAGRAM,VIDEO,N/A,Bangga gilaaa!!! 🤩,N/A,Send message,N/A,2022-12-16,2023-01-01,16,125K-150K,N/A,N/A,IDR,3705.0,3.0,POLITICAL,,https://www.facebook.com/Populiss/,2026-04-02 20:08:59
diskon,1005178850716035,Pusat Grosir,108645868960696,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,Direkomendasikan Oleh Teuku Wisnu,"𝗣𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗦𝗵𝗮𝗹𝗮𝘁𝗺𝘂 𝗺𝗮𝗸𝗮 𝗔𝗹𝗹𝗮𝗵 𝗮𝗸𝗮𝗻 𝗺𝗲𝗺𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗵𝗶𝗱𝘂𝗽𝗺𝘂

Orang-orang mencari buku ini karena ingin memperbaiki shalatnya agar diterima dan bermanfaat pada kehidupan.

AMALAN YANG PERTAMA DIHISAB
Dari An",tokobio.site,Order now,http://tokobio.site/bts,2023-11-21,2024-01-15,55,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7486.0,3.0,UNKNOWN,,https://www.facebook.com/100094435786005/,2026-04-02 20:11:56
diskon,306012018929984,Pusat Grosir,108645868960696,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,SUDAH BENARKAH SHOLATMU?,"𝗣𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗦𝗵𝗮𝗹𝗮𝘁𝗺𝘂 𝗺𝗮𝗸𝗮 𝗔𝗹𝗹𝗮𝗵 𝗮𝗸𝗮𝗻 𝗺𝗲𝗺𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗵𝗶𝗱𝘂𝗽𝗺𝘂

Orang-orang mencari buku ini karena ingin memperbaiki shalatnya agar diterima dan bermanfaat pada kehidupan.

AMALAN YANG PERTAMA DIHISAB
Dari An",tokobio.site,Order now,http://tokobio.site/bts,2023-11-15,2024-01-15,61,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7486.0,1.0,UNKNOWN,,https://www.facebook.com/100094435786005/,2026-04-02 20:11:56
diskon,1746905015750951,Pusat Grosir,108645868960696,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,SUDAH BENARKAH SHOLATMU?,"𝗣𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗦𝗵𝗮𝗹𝗮𝘁𝗺𝘂 𝗺𝗮𝗸𝗮 𝗔𝗹𝗹𝗮𝗵 𝗮𝗸𝗮𝗻 𝗺𝗲𝗺𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗵𝗶𝗱𝘂𝗽𝗺𝘂

Orang-orang mencari buku ini karena ingin memperbaiki shalatnya agar diterima dan bermanfaat pada kehidupan.

AMALAN YANG PERTAMA DIHISAB
Dari An",tokobio.site,Order now,http://tokobio.site/bts,2023-10-31,2024-01-16,77,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7486.0,1.0,UNKNOWN,,https://www.facebook.com/100094435786005/,2026-04-02 20:11:56
diskon,845607663927997,Pusat Grosir,108645868960696,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,SUDAH BENARKAH SHOLATMU?,"𝗣𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗦𝗵𝗮𝗹𝗮𝘁𝗺𝘂 𝗺𝗮𝗸𝗮 𝗔𝗹𝗹𝗮𝗵 𝗮𝗸𝗮𝗻 𝗺𝗲𝗺𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗵𝗶𝗱𝘂𝗽𝗺𝘂

Orang-orang mencari buku ini karena ingin memperbaiki shalatnya agar diterima dan bermanfaat pada kehidupan.

AMALAN YANG PERTAMA DIHISAB
Dari An",tokobio.site,Order now,http://tokobio.site/bts,2023-10-31,2024-01-15,76,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7486.0,1.0,UNKNOWN,,https://www.facebook.com/100094435786005/,2026-04-02 20:11:56
H&M Indonesia,749153120965566,QR-Code-Generator.com,308808055806752,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"Unleash the Power of QR Codes | Unlock advanced QR code capabilities. Dynamic codes, tracking, analytics, and versatile content | Unlock advanced QR code capabilities. Dynamic codes, tracking, analyti",QR-Code-Generator.com,Learn more,https://www.qr-code-generator.com/free-generator/?utm_source=facebook&utm_medium=paid_social&utm_campaign=retargeting_website_visitors_image_fulldynamic,2025-06-20,2025-08-12,53,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,27487.0,2.0,UNKNOWN,,https://www.facebook.com/qrcgcom/,2026-04-02 20:11:07
diskon,1523749845581182,RATA,2315937451803401,ACTIVE,INSTAGRAM,VIDEO,N/A,"2026 OTW gigi rata😁 KLAIM Biggest Sale, DISKON s.d 70%*, ratain gigi makin hemat & diawasin dentist. Yuk, chat Rata!😘",rata.id,Get offer,https://rata.id/promotions/t12-biggest-sale-roz?utm_source=Paid+%7C+Instagram&utm_medium=Feed+%26+Story&utm_campaign=T2025+%7C+IG+%7C+S3+%7C+Tier+1+%26+2+%7C+TAC+%7C+Tactical+%7C+CV+%7C+R,2025-12-29,2026-04-01,92,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,10740.0,9.0,UNKNOWN,,https://www.facebook.com/rata.indonesia/,2026-04-02 20:11:56
diskon,784465227285939,Ray Cláyn,111739693649553,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",VIDEO,N/A,"Ray Cláyn punya leather goods yang bikin lo tampil effortless.
Dari tas, dompet, lanyard, sampai sandal — semua dirancang biar lo bisa carry confidence tiap hari.
Tapi ada produk andalan yang selalu j",www.instagram.com,Learn more,https://www.instagram.com/rayclayn_official/,2025-08-31,2026-04-01,213,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,675.0,1.0,UNKNOWN,,https://www.facebook.com/rayclaynofficial/,2026-04-02 20:11:56
diskon,1641597653140192,Ray Cláyn,111739693649553,ACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Ray Cláyn,Ray Cláyn,instagram.com,Visit Instagram profile,http://instagram.com/rayclayn_official,2025-04-23,2026-04-01,343,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,675.0,1.0,UNKNOWN,,https://www.facebook.com/rayclaynofficial/,2026-04-02 20:11:56
Nike Indonesia,1123969234958591,Readktif,101428652793656,INACTIVE,INSTAGRAM,VIDEO,N/A,Bangga gilaaa!!! 🤩,N/A,Send message,N/A,2022-12-17,2023-01-05,19,100K-125K,N/A,N/A,IDR,4609.0,3.0,POLITICAL,,https://www.facebook.com/readktif.channel/,2026-04-02 20:08:59
Nike Indonesia,867940541320298,Readktif,101428652793656,INACTIVE,INSTAGRAM,VIDEO,N/A,Bangga gilaaa!!! 🤩,N/A,Send message,N/A,2022-12-17,2022-12-25,8,35K-40K,N/A,N/A,IDR,4609.0,3.0,POLITICAL,,https://www.facebook.com/readktif.channel/,2026-04-02 20:08:59
Nike Indonesia,454909480163308,Readktif,101428652793656,INACTIVE,FACEBOOK,VIDEO,"Indonesia Produsen Sepatu Olahraga Terbesar Di Dunia, Airlangga Lakukan Ini!",Bangga gilaaa!!! 🤩,N/A,N/A,N/A,2022-12-16,2022-12-26,10,70K-80K,N/A,N/A,IDR,4609.0,3.0,POLITICAL,,https://www.facebook.com/readktif.channel/,2026-04-02 20:08:59
Adidas Indonesia,667942394791370,Readktif,101428652793656,INACTIVE,FACEBOOK,VIDEO,"Indonesia Produsen Sepatu Olahraga Terbesar Di Dunia, Airlangga Lakukan Ini!",Bangga gilaaa!!! 🤩,N/A,N/A,N/A,2022-12-16,2022-12-26,10,30K-35K,N/A,N/A,IDR,4609.0,3.0,POLITICAL,,https://www.facebook.com/readktif.channel/,2026-04-02 20:09:23
Zara,923704353593758,ReelsGo Chill Time At Night En,935586536313147,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,N/A,"ड्रामा, रोमांस, थ्रिलर और एक्शन से भरपूर कहानियों का जादू एक ही चैनल पर अनुभव करें। उच्च-गुणवत्ता वाले विज़ुअल्स और आकर्षक स्टोरीलाइन के साथ, हम आपके लिए सबसे यादगार पल, भावनात्मक सीन और सबसे लोकप्रिय",play.google.com,Install now,http://play.google.com/store/apps/details?id=com.reelsgo.dramashorts.reelshort.film.movie,2026-03-10,2026-04-02,23,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2018.0,1.0,UNKNOWN,,https://www.facebook.com/61587164176455/,2026-04-02 20:10:42
H&M Indonesia,1808971036322092,Revolution Rings,643182339095534,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",CAROUSEL,Revolution Rings,Revolution Rings,revolutionrings.com,Shop now,https://revolutionrings.com/,2025-07-26,2025-12-10,137,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,142617.0,2.0,UNKNOWN,,https://www.facebook.com/revolution.rings.usa/,2026-04-02 20:11:07
Nike Indonesia,941141699676481,Rofik Hananto,378126398964734,INACTIVE,FACEBOOK,VIDEO,N/A,"Perjuangan  PKS pada saat RAKER antara Komisi VII dengan Kementerian ESDM. 

Kami terus meminta pemerintah agar segera menurunkan harga BBM menyesuaikan harga minyak dunia yang terus turun.

Suara kam",N/A,N/A,N/A,2020-05-06,2020-05-10,4,100K-125K,N/A,N/A,IDR,65811.0,2.0,POLITICAL,,https://www.facebook.com/rofikhananto/,2026-04-02 20:08:59
Adidas Indonesia,3372434383037734,Rohmat Marzuki - DPRD Provinsi Jawa Tengah - Partai Gerindra,338740510222539,INACTIVE,FACEBOOK,MULTI_IMAGES,N/A,"""MCK, Drainase, Talud & Ternak Untuk Kemajuan Desa""

𝗝𝗜𝗞𝗘𝗡- Alhamdulillah, Fraksi Partai Gerakan Indonesia Raya (Gerindra) bisa mengusulkan bantuan fasilitas umum MCK (Mandi, Cuci, Kakus) dari CSR Ban",N/A,N/A,N/A,2023-02-12,2023-02-19,7,40K-45K,N/A,N/A,IDR,17531.0,1.0,POLITICAL,,https://www.facebook.com/masrohmatmarzuki/,2026-04-02 20:09:23
Nike Indonesia,3619129111560665,SBS - Special Brand Store,918801201315260,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,"SBS Support LOCAL BRANDS @sbs_bali 😎

 Enjoy wide selection of international & local brands and get special offers for a lot of brands only @sbs_bali 🔥

• DEUS - disc up to 10% (Selected Items)

• VAN",instagram.com,Visit Instagram profile,http://instagram.com/sbs_bali,2026-03-12,2026-04-02,21,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,29.0,1.0,UNKNOWN,,https://www.facebook.com/61585645505600/,2026-04-02 20:08:59
Puma,1422127029283816,SEAC,1289174281099884,INACTIVE,INSTAGRAM,CAROUSEL,N/A,N/A,instagram.com,Visit Instagram profile,https://www.instagram.com/_u/seacsub_official,2025-12-12,2025-12-22,10,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,242136.0,1.0,UNKNOWN,,https://www.facebook.com/SeacOfficial/,2026-04-02 20:09:46
H&M Indonesia,1541493163925705,Safeway,78143372410,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,"Delivery in as soon as 30 minutes.* Enjoy same prices online as in-store.

*Restrictions apply",N/A,N/A,N/A,2025-06-16,2025-07-29,43,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,,4.0,UNKNOWN,,https://www.facebook.com/Safeway/,2026-04-02 20:11:07
Nike Indonesia,1174183747296531,Sahabat Rai Mantra,443496700580,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,N/A,"Antusiasme kampanye di Bangli! 🌟
-
Senang rasanya melihat Pak Rai Mantra berdiskusi dalam suasana akrab dan dialog langsung menciptakan momen berharga. Mari bersama membangun Bali, khususnya Bangli ya",instagram.com,Learn more,https://instagram.com/sahabatraimantra,2023-12-18,2023-12-28,10,100K-125K,N/A,N/A,IDR,6701.0,1.0,POLITICAL,,https://www.facebook.com/sahabatraimantra/,2026-04-02 20:08:59
Nike Indonesia,1262737501948684,Sansone Nicky Spencer,111316428734016,ACTIVE,FACEBOOK,DCO,{{product.name}},"この物語は、心の奥に隠された本当の願いについて描いています。
• 運命を変える出会い 🌸
 • 家族との葛藤 🏯
 • 失敗からの再出発 🌅
 • 自分自身を受け入れる勇気 💫
静かだけれど力強い成長の物語です。 🌙

📖 人生の本当の意味を探し続ける主人公の感動的な物語
🌍 彼はさまざまな国を旅し、多くの人々と出会います
🧠 それぞれの出会いが新しい気づきと学びを与えます
💡 シンプルだけど深い",libristo.eu,Learn more,https://www.libristo.eu/en/book/game-changer_46825331,2026-03-26,2026-04-02,7,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,596.0,1.0,UNKNOWN,,https://www.facebook.com/61550244585102/,2026-04-02 20:08:59
flash sale,1635179953968364,SavingsGuide,216549131537751,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"💡 Have a look to a wide selection of ceiling lighting, including modern chandeliers, crystal chandeliers and contemporary lights in a variety of finishes  👀👇 Items almost sold out 😴⏰👇 | 💡 Warehouse DE",guidaprodotti.com,Learn more,https://guidaprodotti.com/search/trends/en/living-room?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=1485694564&utm_term=chandelier,2024-06-07,2025-08-25,444,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092.0,1.0,UNKNOWN,,https://www.facebook.com/SavingsGuideWW/,2026-04-02 20:11:31
flash sale,311832278375001,SavingsGuide,216549131537751,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"🛒🔌 Großer Ausverkauf von Küchengeräte zu Outlet-Preisen. Die besten Haushaltsgerätemarken sind bis Sonntag im Ausverkauf ⏰, nutzen Sie das Angebot jetzt! 👀👇 | 🛒🔌 Die größte Auswahl an Haushaltsgeräte ",guidaprodotti.com,Learn more,https://guidaprodotti.com/de/search/trends/tech-store/?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=4296840173&utm_term=kitchen,2024-04-11,2026-02-07,667,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092.0,1.0,UNKNOWN,,https://www.facebook.com/SavingsGuideWW/,2026-04-02 20:11:31
flash sale,303754285630810,SavingsGuide,216549131537751,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},📢 OFERTAS DE ELECTRODOMÉSTICOS 📢 Ofertas de liquidación en pequeños y grandes electrodomésticos de las mejores marcas 🤑 Aquí tienes la mejor selección de artículos con descuentos de hasta el 70%.... ¡,Guidaprodotti.com,Learn more,https://guidaprodotti.com/es/search/trends/tech-store/?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=4296840173&utm_term=limpieza,2024-02-08,2025-06-23,500,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092.0,1.0,UNKNOWN,,https://www.facebook.com/SavingsGuideWW/,2026-04-02 20:11:31
flash sale,1030482745160052,SavingsGuide Home,363578463504186,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"🔥 Sillones, Muebles de Salón y Sofás Clásicos y Modernos de Alta Calidad a Precios de Outlet: ¡No podrás creer estos precios! 🤑 | Sofás sin vender 2023 🛋 : Todos los Tamaños y estilos de los Mejores D",guidaprodotti.com,Learn more,https://guidaprodotti.com/es/search/trends/living-room?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=1485694564&utm_term=sofa,2024-07-10,2025-10-15,462,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,21403.0,1.0,UNKNOWN,,https://www.facebook.com/SavingsGuideHome/,2026-04-02 20:11:31
diskon,1266670428403127,SeaBank,142455011279904,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DCO,{{product.name}},Belanja lebih hemat! Cukup bayar pakai SeaBank di Shopee! Yuk buka rekening SeaBank sekarang~ 💰🛍️ | Belanja lebih hemat! Cukup bayar pakai SeaBank di Shopee! Yuk buka rekening SeaBank sekarang~ 💰🛍️ | ,play.google.com,Install now,http://play.google.com/store/apps/details?id=id.co.bankbkemobile.digitalbank,2025-07-02,2026-04-02,274,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,327966.0,1.0,UNKNOWN,,https://www.facebook.com/SeaBankIndonesia/,2026-04-02 20:11:56
H&M Indonesia,1151037523236685,Sell on Alibaba.com,110624017759653,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DPA,{{product.name}}  from {{product.price strip_zeros}},Enjoy great profits on global product sourcing and choose from world's largest supplier base. | Enjoy great profits on global product sourcing and choose from world's largest supplier base. | Enjoy gr,www.alibaba.com,Learn more,https://sale.alibaba.com/p/24daily/1t_p/index.html?utm_source={{campaign.id}}&utm_campaign={{campaign.name}}&src=cpm_fb&account=DPA&biz=ggs_app&traffic_type=directWake&cpm_fb_param=1&extra=ggs_app&ggsnew=y&wx_navbar_transparent=true&path=%2Fp%2Fdxf44i7x5%2Findex.html&ncms_spm=a27aq.30023270,2025-10-29,2025-12-31,63,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1037418.0,,UNKNOWN,,https://www.facebook.com/SellOnAlibabacom/,2026-04-02 20:11:07
Puma,1052392619737458,Shoes On Clearance,107065845780249,INACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DPA,{{product.description}},Best Trendy shoes Deals EVERYDAY! 🔥 | Best Trendy shoes Deals EVERYDAY! 🔥 | Best Trendy shoes Deals EVERYDAY! 🔥,go.shoesonclearance.com,Shop now,https://go.shoesonclearance.com/catalog?s2=nugnes_1920&s3=1788108165,2024-08-18,2026-01-14,514,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,82438.0,,UNKNOWN,,https://www.facebook.com/ShoesOnClearance/,2026-04-02 20:09:46
Puma,3833254523570487,Shoes On Clearance,107065845780249,INACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DPA,{{product.description}},Best Trendy shoes Deals EVERYDAY! 🔥 | Best Trendy shoes Deals EVERYDAY! 🔥 | Best Trendy shoes Deals EVERYDAY! 🔥,go.shoesonclearance.com,Shop now,https://go.shoesonclearance.com/catalog?s2=nugnes_1920&s3=1788108165,2024-08-18,2026-01-13,513,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,82438.0,,UNKNOWN,,https://www.facebook.com/ShoesOnClearance/,2026-04-02 20:09:46
Puma,1962778211115728,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,Flash Sale 8RB,Flash Sale 8RB,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:09:46
Puma,1307564661185651,Shopee,1542166686041969,ACTIVE,INSTAGRAM,CAROUSEL,N/A,N/A,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-02,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:09:46
Puma,1687489759097200,Shopee,1542166686041969,ACTIVE,INSTAGRAM,CAROUSEL,N/A,N/A,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,3.0,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:09:46
Puma,1496640791818947,Shopee,1542166686041969,ACTIVE,INSTAGRAM,CAROUSEL,N/A,N/A,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:09:46
Puma,796016083121956,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,Flash Sale 8RB,Flash Sale 8RB,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-02,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,2.0,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:09:46
flash sale,1596520721580695,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER, THREADS",DPA,{{product.name}},"Saatnya kamu dapat Mesin Masak lebih hemat & lebih cepat di Shopee. Yuk, download Shopee sekarang | Saatnya kamu dapat Mesin Masak lebih hemat & lebih cepat di Shopee. Yuk, download Shopee sekarang | ",play.google.com,Install now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32034570.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:11:31
diskon,952130594660503,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB, ada Gratis Ongkir lagi | Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB,",shopee.co.id,Shop now,https://shopee.co.id/m/termurah-di-shopee,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:11:56
diskon,999502469921703,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB, ada Gratis Ongkir lagi | Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB,",shopee.co.id,Shop now,https://shopee.co.id/m/termurah-di-shopee,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:11:56
diskon,2368390570345232,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB, ada Gratis Ongkir lagi | Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB,",shopee.co.id,Shop now,https://shopee.co.id/m/termurah-di-shopee,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32032879.0,,UNKNOWN,,https://www.facebook.com/ShopeeID/,2026-04-02 20:11:56
