search_term,ad_id,page_id,page_name,page_category,page_verified,ig_username,ig_followers,page_likes,status,platforms,display_format,ad_title,ad_copy_preview,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,eu_reach,gender_audience,age_audience,categories,targeted_countries,total_ads_found,ad_library_url,page_profile_url,collected_at
Zara,'1585921452580600,'492103327330462,Netshort -DP3,Movie,NOT_VERIFIED,N/A,N/A,67331,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Bloodlines Awakened,Bloodlines Awakened,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wRY5Nk1YE7G.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2001153109467275265&af_sub2=0,2025-12-16,2025-12-22,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2641,Men,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1585921452580600,https://www.facebook.com/61572134176394/,2026-04-03 05:32:42
H&M Indonesia,'1192771335397128,'468864172966290,Netshort HM2,TV Season,NOT_VERIFIED,N/A,N/A,143613,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,N/A,Watch more,http://play.google.com/store/apps/details?id=com.netshort.abroad,2025-05-07,2025-05-21,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,295,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1192771335397128,https://www.facebook.com/61565594497278/,2026-04-03 05:33:39
H&M Indonesia,'1230583611993279,'468864172966290,Netshort HM2,TV Season,NOT_VERIFIED,N/A,N/A,143613,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,N/A,Watch more,http://play.google.com/store/apps/details?id=com.netshort.abroad,2025-05-07,2025-05-13,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,90,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1230583611993279,https://www.facebook.com/61565594497278/,2026-04-03 05:33:39
H&M Indonesia,'1084393090224457,'468864172966290,Netshort HM2,TV Season,NOT_VERIFIED,N/A,N/A,143613,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,N/A,Watch more,http://play.google.com/store/apps/details?id=com.netshort.abroad,2025-05-07,2025-05-13,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1084393090224457,https://www.facebook.com/61565594497278/,2026-04-03 05:33:39
H&M Indonesia,'1151025386689812,'468864172966290,Netshort HM2,TV season,NOT_VERIFIED,N/A,N/A,143613,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,N/A,Watch more,http://play.google.com/store/apps/details?id=com.netshort.abroad,2025-05-07,2025-05-12,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,76,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1151025386689812,https://www.facebook.com/61565594497278/,2026-04-03 05:33:39
H&M Indonesia,'2432992093720642,'468864172966290,Netshort HM2,TV Season,NOT_VERIFIED,N/A,N/A,143613,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,N/A,Watch more,http://play.google.com/store/apps/details?id=com.netshort.abroad,2025-05-07,2025-05-11,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,24,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=2432992093720642,https://www.facebook.com/61565594497278/,2026-04-03 05:33:39
Zara,'1795993667735721,'583188691542684,Netshort-Türkçe,Film,NOT_VERIFIED,N/A,N/A,111316,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Stormborn: Aiden Descends from the Mountain to Claim and Protect a Family,Stormborn: Aiden Descends from the Mountain to Claim and Protect a Family,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wSWe_wlsRNU.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2018646038218686465&af_sub2=0,2026-02-03,2026-03-14,39,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,13295,All,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1795993667735721,https://www.facebook.com/NetshortTurkey/,2026-04-03 05:32:42
Puma,'1534948397688721,'756867170849781,NextFrameai,Software,NOT_VERIFIED,N/A,N/A,1297,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,✅ Şimdi denemek için tıklayın,"Muhteşem bir video mu istiyorsunuz? 🤯
Bir fotoğraf yükleyin, yapay zekamız onu saniyeler içinde muhteşem bir videoya dönüştürsün! ⏱️
Yaratıcı potansiyelinizi ortaya çıkarmaya hazır mısınız? Özel komutlar girin ve özelleştirme olanaklarını keşfedin! 👉",Learn more,https://app.adjust.com/1ozf7c60?campaign={{campaign.name}}%20%28{{campaign.id}}%29&adgroup={{adset.name}}%20%28{{adset.id}}%29&creative={{ad.name}}%20%28{{ad.id}}%29,2025-09-28,2025-10-08,10,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,21600,All,"{'min': 21, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1534948397688721,https://www.facebook.com/61579362398427/,2026-04-03 05:30:23
H&M Indonesia,'1341390969624963,'204862942932993,Nikkei Asia,News & media website,BLUE_VERIFIED,nikkeiasia,94515,766522,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,How the iPhone reshaped Asian tech,"In case you missed them, here are the top 5 most-read stories of the previous week.
Gain a professional edge with our exclusives about Asia.",N/A,https://asia.nikkei.com/,2021-04-19,2021-04-26,7,50K-60K,N/A,N/A,JPY,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=1341390969624963,https://www.facebook.com/nikkeiasia/,2026-04-03 05:33:39
H&M Indonesia,'767189694380021,'101403669397488,Nikmatul Sugiyarto,Fan page,NOT_VERIFIED,N/A,N/A,196120,INACTIVE,FACEBOOK,IMAGE,N/A,"Siswi-siswi Medan Dibikin Meleleh Sama Ganjar

Demam korea sudah mewabah di Indonesia dan negara-negara lain. Negeri ginseng itu memang memiliki banyak hal yang dapat menyita perhatian warganet. Bermula dari boy band - girl band dan drama korea (drakor)  yang booming karena rupawannya wajah aktris d",No button,N/A,2023-02-12,2023-02-16,4,50K-60K,N/A,N/A,IDR,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=767189694380021,https://www.facebook.com/niqmatul.s/,2026-04-03 05:33:39
H&M Indonesia,'1402571983816586,'101403669397488,Nikmatul Sugiyarto,Fan page,NOT_VERIFIED,N/A,N/A,196120,INACTIVE,FACEBOOK,IMAGE,N/A,"Megawati Akan Jewer Parpol Yang Mau Ambil Ganjar

“Itu tetangga sebelah, anaknya mau diadopsi sama ketua arisan tapi nggak mau”, desas-desus gosip yang merebak di lingkungan tempatku tinggal.

Cerita tetanggaku yang hidupnya serba kesusahan, ditambah lagi si ibu baru saja melahirkan bayi mungil. Dar",No button,N/A,2023-01-19,2023-01-22,3,45K-50K,N/A,N/A,IDR,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=1402571983816586,https://www.facebook.com/niqmatul.s/,2026-04-03 05:33:39
H&M Indonesia,'486354716767787,'101403669397488,Nikmatul Sugiyarto,Fan page,NOT_VERIFIED,N/A,N/A,196120,INACTIVE,FACEBOOK,IMAGE,N/A,"Hati-Hati Di Jalan
 
Potongan lirik lagu Tulus 'Hati-hati di jalan' adalah fenomena yang menggambarkan sebuah hubungan yang terjalin tanpa kepastian pada ujungnya. Anggapan akan berakhir Bersama,  dipatahkan oleh beberapa hal yang tidak seirama satu sama lain.
 
Bukan lagi kecocokan di awal perjalan",No button,N/A,2022-10-16,2022-10-19,3,50K-60K,N/A,N/A,IDR,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=486354716767787,https://www.facebook.com/niqmatul.s/,2026-04-03 05:33:39
H&M Indonesia,'951141767365088,'968861129634916,Novel Populer Harian,Book,NOT_VERIFIED,N/A,N/A,185,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Klik untuk membaca lebih banyak konten menarik!Istri Kontrak: Pernikahan 90 Hari,"""""""Menikahlah denganku. Untuk tiga bulan saja. Bukankah itu pekerjaanmu? Menjadi istri kontrak bagi pria yang membutuhkan.""""

Pandangan mereka kemudian bertemu. Hanya sekilas, tapi cukup untuk membawa Zalima kembali ke kenangan masa lalu.

Itu memang dia.

Versi dewasa dari pria yang dulu sempat men",Learn more,https://www.nomnovel.com/dreame/adlanding/1/1164730112/10054/fb06436/2026128030112147?utm_source=facebook_ads&utm_campaign={{campaign.name}}&af_c_id=120241899835050782&af_adset={{adset.name}}&af_adset_id=120241899835650782&af_ad_id={{ad.id}}&af_ad={{ad.name}}&random=MTIwMjQxODk5ODM1MDUwNzgy1769951080431444,2026-02-01,2026-02-04,3,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,18,Women,"{'min': 20, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=951141767365088,https://www.facebook.com/61585099124800/,2026-04-03 05:33:39
H&M Indonesia,'26072957585641434,'968861129634916,Novel Populer Harian,Book,NOT_VERIFIED,N/A,N/A,185,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Klik untuk membaca lebih banyak konten menarik!Istri Kontrak: Pernikahan 90 Hari,"""""""Menikahlah denganku. Untuk tiga bulan saja. Bukankah itu pekerjaanmu? Menjadi istri kontrak bagi pria yang membutuhkan.""""

Pandangan mereka kemudian bertemu. Hanya sekilas, tapi cukup untuk membawa Zalima kembali ke kenangan masa lalu.

Itu memang dia.

Versi dewasa dari pria yang dulu sempat men",Learn more,https://www.nomnovel.com/dreame/adlanding/1/1164730112/10054/fb06436/2026128030112147?utm_source=facebook_ads&utm_campaign={{campaign.name}}&af_c_id=120241833152910782&af_adset={{adset.name}}&af_adset_id=120241833153860782&af_ad_id={{ad.id}}&af_ad={{ad.name}}&random=MTIwMjQxODMzMTUyOTEwNzgy1769786826709153,2026-01-30,2026-02-03,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,24,Women,"{'min': 20, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=26072957585641434,https://www.facebook.com/61585099124800/,2026-04-03 05:33:39
H&M Indonesia,'909438125069146,'968861129634916,Novel Populer Harian,Book,NOT_VERIFIED,N/A,N/A,185,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Klik untuk membaca lebih banyak konten menarik!Istri Kontrak: Pernikahan 90 Hari,"""""""Menikahlah denganku. Untuk tiga bulan saja. Bukankah itu pekerjaanmu? Menjadi istri kontrak bagi pria yang membutuhkan.""""

Pandangan mereka kemudian bertemu. Hanya sekilas, tapi cukup untuk membawa Zalima kembali ke kenangan masa lalu.

Itu memang dia.

Versi dewasa dari pria yang dulu sempat men",Learn more,https://www.nomnovel.com/dreame/adlanding/1/1164730112/10054/fb06436/2026128030112147?utm_source=facebook_ads&utm_campaign={{campaign.name}}&af_c_id=120241833152910782&af_adset={{adset.name}}&af_adset_id=120241833153860782&af_ad_id={{ad.id}}&af_ad={{ad.name}}&random=MTIwMjQxODMzMTUyOTEwNzgy1769786830797968,2026-01-30,2026-02-03,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3,Women,"{'min': 20, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=909438125069146,https://www.facebook.com/61585099124800/,2026-04-03 05:33:39
H&M Indonesia,'1979781692640245,'968861129634916,Novel Populer Harian,Book,NOT_VERIFIED,N/A,N/A,185,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,Klik untuk membaca lebih banyak konten menarik!Istri Kontrak: Pernikahan 90 Hari,"""""""Menikahlah denganku. Untuk tiga bulan saja. Bukankah itu pekerjaanmu? Menjadi istri kontrak bagi pria yang membutuhkan.""""

Pandangan mereka kemudian bertemu. Hanya sekilas, tapi cukup untuk membawa Zalima kembali ke kenangan masa lalu.

Itu memang dia.

Versi dewasa dari pria yang dulu sempat men",Learn more,https://www.nomnovel.com/dreame/adlanding/1/1164730112/10054/fb06436/2026128030112147?utm_source=facebook_ads&utm_campaign={{campaign.name}}&af_c_id=120241833152910782&af_adset={{adset.name}}&af_adset_id=120241833153860782&af_ad_id={{ad.id}}&af_ad={{ad.name}}&random=MTIwMjQxODMzMTUyOTEwNzgy1769786821767585,2026-01-30,2026-02-03,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,5,Women,"{'min': 20, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1979781692640245,https://www.facebook.com/61585099124800/,2026-04-03 05:33:39
Zara,'1747910012792799,'632311059976917,Ns-Luckytdd-007,Theatrical Play,NOT_VERIFIED,N/A,N/A,52862,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,N/A,N/A,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wRJpHcVWv1u.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2003395440169156610&af_sub2=0,2025-12-23,2025-12-29,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,23283,All,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1747910012792799,https://www.facebook.com/61578066943611/,2026-04-03 05:32:42
Zara,'4342927422655416,'919563427908350,Ns-MCTM-03,Movie,NOT_VERIFIED,N/A,N/A,5485,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,"OMG! The ""butcher"" Son Is the Family Savior!","OMG! The ""butcher"" Son Is the Family Savior!",Watch more,https://fb.netshort.com/netshort-h5-landing-page/wRjjny97gYm.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2011035164205776897&af_sub2=0,2026-01-13,2026-02-19,37,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,550,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=4342927422655416,https://www.facebook.com/61585685820494/,2026-04-03 05:32:42
Zara,'893510083321426,'768890899638019,Ns-Newtdd-002,Theatrical Play,NOT_VERIFIED,N/A,N/A,51472,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,Unleash the Storm: Aiden's Fight for Family,Unleash the Storm: Aiden's Fight for Family,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wSMcj4Leebj.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2022572015600271362&af_sub2=0,2026-02-14,2026-02-28,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2653,All,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=893510083321426,https://www.facebook.com/61579364837377/,2026-04-03 05:32:42
Zara,'1641574350346397,'935770922958411,Ns-Owl-04,Movie,NOT_VERIFIED,N/A,N/A,8797,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Free! Free! Free! All completed! High-scoring short dramas,Free! Free! Free! All completed! High-scoring short dramas,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wS4DiSrfvwP.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2026856486029754369&af_sub2=0,2026-02-25,2026-03-11,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4651,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1641574350346397,https://www.facebook.com/61587306096184/,2026-04-03 05:32:42
Zara,'773586769152318,'935770922958411,Ns-Owl-04,Movie,NOT_VERIFIED,N/A,N/A,8797,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Free! Free! Free! All completed! High-scoring short dramas,Free! Free! Free! All completed! High-scoring short dramas,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wS4DiSrfvwP.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2026856486029754369&af_sub2=0,2026-02-25,2026-03-11,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7484,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=773586769152318,https://www.facebook.com/61587306096184/,2026-04-03 05:32:42
Zara,'1405504600872240,'935770922958411,Ns-Owl-04,Movie,NOT_VERIFIED,N/A,N/A,8797,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Free! Free! Free! All completed! High-scoring short dramas,Free! Free! Free! All completed! High-scoring short dramas,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wS4DiSrfvwP.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2026856486029754369&af_sub2=0,2026-02-25,2026-03-11,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3801,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1405504600872240,https://www.facebook.com/61587306096184/,2026-04-03 05:32:42
Zara,'1665475154613505,'935770922958411,Ns-Owl-04,Movie,NOT_VERIFIED,N/A,N/A,8797,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Free! Free! Free! All completed! High-scoring short dramas,Free! Free! Free! All completed! High-scoring short dramas,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wS4DiSrfvwP.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2026856486029754369&af_sub2=0,2026-02-25,2026-03-09,12,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3497,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1665475154613505,https://www.facebook.com/61587306096184/,2026-04-03 05:32:42
Zara,'946920988006240,'981925668340064,Ns-Owl-10,Movie,NOT_VERIFIED,N/A,N/A,9802,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,What kind of revenge sweet pet drama is this? I really love it!,What kind of revenge sweet pet drama is this? I really love it!,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wSpcxrhsBxy.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2026510083776577538&af_sub2=0,2026-02-24,2026-03-05,9,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3371,All,"{'min': 20, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=946920988006240,https://www.facebook.com/61588432882338/,2026-04-03 05:32:42
Zara,'1280203317414955,'1031778466675553,Ns-Owl-11,Movie,NOT_VERIFIED,N/A,N/A,15883,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Unleash the Storm,Unleash the Storm,Watch more,https://fb.h5short.com/netshort-h5-landing-page/wS9auRkI0RW.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2031651935622266882&af_sub2=0,2026-03-11,2026-03-16,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3446,All,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1280203317414955,https://www.facebook.com/61586046929977/,2026-04-03 05:32:42
Zara,'933825765749658,'938695489331009,Ns-XZQ-06,Movie,NOT_VERIFIED,N/A,N/A,14801,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Free! Free! Free! Smart people are watching short dramas here!,Free! Free! Free! Smart people are watching short dramas here!,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wSVwGaHkSXr.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2023248171727060993&af_sub2=0,2026-02-15,2026-03-02,15,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,10385,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=933825765749658,https://www.facebook.com/61586881957034/,2026-04-03 05:32:42
Zara,'712686675167999,'938695489331009,Ns-XZQ-06,Film,NOT_VERIFIED,N/A,N/A,14801,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Free! Free! Free! Smart people are watching short dramas here!,Free! Free! Free! Smart people are watching short dramas here!,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wSVwGaHkSXr.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2023248171727060993&af_sub2=0,2026-02-15,2026-03-01,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6845,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=712686675167999,https://www.facebook.com/61586881957034/,2026-04-03 05:32:42
Zara,'4420617011593554,'948230571712487,Ns-XZQ-10,Movie,NOT_VERIFIED,N/A,N/A,4164,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,"Unworthy Mate, Hidden God: Harry's World-Shaking Ascension","Unworthy Mate, Hidden God: Harry's World-Shaking Ascension",Watch more,https://fb.likeshort.com/netshort-h5-landing-page/wSjfDMDfmCu.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2029064409413844993&af_sub2=0,2026-03-03,2026-03-09,6,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2545,All,"{'min': 20, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=4420617011593554,https://www.facebook.com/61587163063499/,2026-04-03 05:32:42
Zara,'973616412275570,'997372603456830,Ns-XZQ-9,Film,NOT_VERIFIED,N/A,N/A,9643,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,Binge Top-Tier Short Dramas Anywhere: Enjoy New Episodes Daily in Stunning HD on NetShort!,Binge top short dramas in HD! Fresh episodes daily. Unlimited stories. Download NetShort now!,Watch more,http://play.google.com/store/apps/details?id=com.netshort.abroad,2026-03-24,2026-04-01,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2709,All,"{'min': 18, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=973616412275570,https://www.facebook.com/61588161204931/,2026-04-03 05:32:42
Zara,'903613688844117,'552981401237268,Ns-YXB-ST,Movie,NOT_VERIFIED,N/A,N/A,N/A,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",N/A,N/A,Continuer à regarder,N/A,N/A,2026-01-18,2026-02-10,23,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,28755,Men,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=903613688844117,https://www.facebook.com/61573272540075/,2026-04-03 05:32:42
Zara,'1618563829302317,'552981401237268,Ns-YXB-ST,Movie,NOT_VERIFIED,N/A,N/A,46288,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,Continuer à regarder,Continuer à regarder,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wRRSWMZsoLp.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2013038889207869442&af_sub2=0,2026-01-18,2026-01-26,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,11328,Men,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1618563829302317,https://www.facebook.com/61573272540075/,2026-04-03 05:32:42
