search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
Puma,1225289589492887,CGTN Latin America,649325754928232,INACTIVE,INSTAGRAM,IMAGE,N/A,"🌙#GoodNight from #Xizang, China. Here is Puma Yumco Lake, which in Tibetan means “The Flying Blue Sapphire”💎, frozen and incredibly blue under the winter sky — a true treasure of nature. Welcome to Xi",instagram.com,Learn more,https://www.instagram.com/cgtn_latinamerica/,2026-01-07,2026-01-14,7,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,183117.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61576168470512/,2026-04-02 18:36:33
Uniqlo,1429150641699494,CHiQ,112906806853526,INACTIVE,INSTAGRAM,MULTI_IMAGES,N/A,"🌿 We are here, supporting every serve, every smile.
At the German Open 2025, CHiQ stands alongside wheelchair tennis athletes, sharing moments of courage and hope.

#CHiQ #GermanOpen2025 #WheelchairTe",N/A,N/A,N/A,2025-07-28,2025-08-01,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1314406.0,3.0,UNKNOWN,N/A,https://www.facebook.com/CHiQGlobal/,2026-04-02 18:36:58
Uniqlo,1051778137158945,CHiQ,112906806853526,INACTIVE,FACEBOOK,MULTI_IMAGES,N/A,"🌿 We are here, supporting every serve, every smile.
At the German Open 2025, CHiQ stands alongside wheelchair tennis athletes, sharing moments of courage and hope.

#CHiQ #GermanOpen2025 #WheelchairTe",N/A,N/A,N/A,2025-07-28,2025-08-01,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1314404.0,3.0,UNKNOWN,N/A,https://www.facebook.com/CHiQGlobal/,2026-04-02 18:36:58
flash sale,1269855074336312,Cali Tiger Brand,332042047421965,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,Huge Savings: 50-70% Off + Free Shipping!,🚨 Up to 70% OFF! Limited Time Flash Sale + Free Shipping on Every Order! Don’t Wait – Stock Won't Last! 🚨 | 🚨 Up to 70% OFF! Limited Time Flash Sale + Free Shipping on Every Order! Don’t Wait – Stock ,calitiger.com,Shop now,https://www.calitiger.com/collections/all,2024-11-08,2025-04-09,151,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,25585.0,,UNKNOWN,N/A,https://www.facebook.com/calitigerbrand/,2026-04-02 18:38:22
flash sale,3757376014511355,Cali Tiger Brand,332042047421965,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,50% OFF SALE! 🚨 SHOP NOW!,🚨 FLASH SALE 50% OFF! Hurry Limited Stock Left! FREE Shipping On All Orders!  🚨 | 🚨 FLASH SALE 50% OFF! Hurry Limited Stock Left! FREE Shipping On All Orders!  🚨,calitiger.com,Shop now,https://www.calitiger.com/collections/all,2024-11-08,2025-04-10,152,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,25585.0,,UNKNOWN,N/A,https://www.facebook.com/calitigerbrand/,2026-04-02 18:38:22
diskon,3618070371691891,Carvil,165281986658733,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",DPA,{{product.name}},"Diskon hingga 65%! 
Produk pilihan lagi promo terbatas — jangan sampai kehabisan! | Diskon hingga 65%! 
Produk pilihan lagi promo terbatas — jangan sampai kehabisan!",shopee.co.id,Shop now,https://shopee.co.id/shop/32702905,2026-02-19,2026-04-01,40,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,124.0,,UNKNOWN,N/A,https://www.facebook.com/61552676876226/,2026-04-02 18:38:47
H&M,724696033478908,Cat Construction,263706900433,INACTIVE,FACEBOOK,MULTI_IMAGES,N/A,"When your wheel loader is efficient, your team can do their best! 
✅ Low Engine RPM
✅ Dedicated Pumps for Each Primary Function
✅ Intelligent Hystat (drivetrain/powertrain)
✅ Fit for Engine Life DPF

",N/A,N/A,N/A,2025-07-01,2025-08-01,31,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1502846.0,1.0,UNKNOWN,N/A,https://www.facebook.com/CatConstructionTrades/,2026-04-02 18:37:56
diskon,1389072989553118,Changhong Indonesia,377905732772046,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DPA,{{product.name}},"😒 Nonton film di TV lama, gambar buram & suara jelek — pengalaman jelek!
📺 Changhong Smart TV – gambar jernih 4K, suara maksimal, nonton seperti di bioskop.
🔥 Promo terbatas: Diskon hingga 70% + grati",shopee.co.id,Order now,https://shopee.co.id/changhongofficial?utm_source=facebook-ca&utm_medium=seller&utm_campaign=a+daba-official-tv-all-251201&originalCategoryId=11044288#product_list,2025-11-30,2026-04-02,122,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,170408.0,,UNKNOWN,N/A,https://www.facebook.com/ChanghongElectricIndonesia/,2026-04-02 18:38:47
Zara,2391646234625450,Chenguang Tv0404,611049308759361,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,The 'Butcher' Son Returns: Will Aiden Become His Family’s Hero? Watch the Drama Unfold Now!,He Was Shamed as the 'Butcher'—Now He's Their Only Hope! Watch Aiden's Journey Unfold!,fb.netshort.com,Watch more,https://fb.netshort.com/netshort-h5-landing-page/wRUczXkv5Qh.html?pid=metaweb_int&c={{campaign.name}}&af_c_id={{campaign.id}}&af_adset={{adset.name}}&af_adset_id={{adset.id}}&af_ad={{ad.name}}&af_ad_id={{ad.id}}&af_channel={{placement}}&af_siteid={{site_source_name}}&af_force_deeplink=true&type=1&link_id=2005118818448052225&af_sub2=0,2025-12-27,2026-01-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,31191.0,2.0,UNKNOWN,N/A,https://www.facebook.com/61575041066631/,2026-04-02 18:37:31
Adidas,1431377708115651,City First Church,45213512669,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",VIDEO,N/A,Join us for church! Be encouraged as you go into your week!  #hopenowhopealways #youbelonghere #church #hope,N/A,N/A,N/A,2025-08-17,2025-08-19,2,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,70795.0,1.0,UNKNOWN,N/A,https://www.facebook.com/cityfirstchurch/,2026-04-02 18:36:07
Adidas,815222164776497,Clearance Radar,526235323906649,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Why wait for Black Friday?
Get the hottest deals TODAY! ✨ | Why wait for Black Friday?
Get the hottest deals TODAY! ✨",go.clearanceradar.com,Shop now,https://go.clearanceradar.com/catalogShoesIOS?s2=dhgate&s3=1515749793,2025-10-09,2026-04-01,174,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1141.0,,UNKNOWN,N/A,https://www.facebook.com/ClearanceRadar/,2026-04-02 18:36:07
Adidas,1405473493815580,Coin Intel,275248369830027,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",N/A,N/A,{{product.brand}},N/A,N/A,N/A,2025-05-17,2025-08-05,80,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,,4.0,UNKNOWN,N/A,https://www.facebook.com/tremendousfactsmeme/,2026-04-02 18:36:07
H&M,2025473324917457,Cokodive,1408382849231231,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Cokodive,  |  ,instagram.com,Visit Instagram profile,https://www.instagram.com/cokodive,2026-01-01,2026-02-03,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,272624.0,1.0,UNKNOWN,N/A,https://www.facebook.com/cokodive/,2026-04-02 18:37:56
Adidas,790959376758687,Como 1907,1933479236894756,INACTIVE,"FACEBOOK, INSTAGRAM",CAROUSEL,Como 1907,  |  ,https://shop.comofootball.com,Shop now,https://shop.comofootball.com/en/products/exclusive-hand-painted-sneakers-adidas-x-como-1907-en?country=IT&utm_source=multiplacement&utm_medium=fb_paidsocial&utm_campaign=2025_09_global_addtocart_como_adidas_sneaker_carouselimage&utm_content=image,2025-09-17,2025-10-04,17,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,496705.0,2.0,UNKNOWN,N/A,https://www.facebook.com/como1907srl/,2026-04-02 18:36:07
Adidas,994635899017611,Cooldesocks,495776377628478,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},{{product.brand}},cooldesocks.link,Shop now,https://www.cooldesocks.link/,2025-04-04,2026-04-02,363,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7554.0,1.0,UNKNOWN,N/A,https://www.facebook.com/cooldesocks/,2026-04-02 18:36:07
Nike,1172582244330187,CreatiVideo,763857900134321,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,✅ Click to try now,"Want an amazing video? 🤯
Upload a photo and our AI will transform it into an amazing video in seconds! ⏱️
Ready to unleash your creative potential? Enter custom commands and explore the possibilities ",itunes.apple.com,Download,http://itunes.apple.com/app/id6478513085,2025-10-27,2025-11-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,12167.0,2.0,UNKNOWN,N/A,https://www.facebook.com/61578834623200/,2026-04-02 18:35:41
Adidas,817412384000401,CreatiVideo,763857900134321,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,✅ Cliquez pour essayer maintenant,"🔥 La tendance la plus en vogue pour booster vos ventes !
Vous voulez capter l’attention de vos clients en un instant ? 👀
Ouvrez simplement l’application Glam AI, choisissez un filtre, téléversez un se",app.adjust.com,Learn more,https://app.adjust.com/1ozf7c60?campaign={{campaign.name}}%20%28{{campaign.id}}%29&adgroup={{adset.name}}%20%28{{adset.id}}%29&creative={{ad.name}}%20%28{{ad.id}}%29,2025-10-20,2025-11-22,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,12167.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61578834623200/,2026-04-02 18:36:07
Adidas,1539898990657105,Creatiai gen,642373455636175,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,✅ Click to try now,"Want an amazing video? 🤯
Upload a photo and our AI will transform it into an amazing video in seconds! ⏱️
Ready to unleash your creative potential? Enter custom commands and explore the possibilities ",app.adjust.com,Learn more,https://app.adjust.com/1ozf7c60?campaign={{campaign.name}}%20%28{{campaign.id}}%29&adgroup={{adset.name}}%20%28{{adset.id}}%29&creative={{ad.name}}%20%28{{ad.id}}%29,2025-10-24,2026-03-29,156,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6519.0,2.0,UNKNOWN,N/A,https://www.facebook.com/61578809270647/,2026-04-02 18:36:07
Puma,2571767963185992,Creatiai gen,642373455636175,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,✅ Şimdi denemek için tıklayın,"Harika bir video mu istiyorsunuz? 🤯
Bir fotoğraf yükleyin ve yapay zekamız onu saniyeler içinde harika bir videoya dönüştürecek! ⏱️
Yaratıcı potansiyelinizi ortaya çıkarmaya hazır mısınız? Özel komutl",app.adjust.com,Learn more,https://app.adjust.com/1ozf7c60?campaign={{campaign.name}}%20%28{{campaign.id}}%29&adgroup={{adset.name}}%20%28{{adset.id}}%29&creative={{ad.name}}%20%28{{ad.id}}%29,2025-09-18,2025-10-11,23,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6519.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61578809270647/,2026-04-02 18:36:33
flash sale,1110014073336925,Creativemagicpanel,107496584634946,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,80% Summer FLASH SALE!,"⚡️ Calling all photographers and digital artists! 📷
➡️ Simplify Photoshop and Retouching! This panel will speed up your workflow X30 and help you to focus on creativity again!

Click this link and get",creativemagicpanel.com,Learn more,https://creativemagicpanel.com/,2023-12-31,2025-07-09,555,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,10469.0,1.0,UNKNOWN,N/A,https://www.facebook.com/creativemagicpanel/,2026-04-02 18:38:22
Adidas,1086317393615993,Crypto Hub,107757408840637,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Join today | Women's casual sneakers with a clean look
LIGHTWEIGHT COMFORT: Synthetic upper for durability and light weight
TWO-LAYER SOCKLINER: Cloudfoam Comfort sockliner is ultra-soft and plush, wi",amazon.com,Learn more,https://www.amazon.com/adidas-Womens-Tennis-Platin-Metallic/dp/B0CMGRZDYQ/ref=sr_1_40?crid=1NBTR8YGQFW3H&dib=eyJ2IjoiMSJ9.qsccUHcmUx13jLApMe2upHXIWmHr2HAleExNGQA8IYIWtP13VZEWSQ_VEOhI02thcJDXTKM33zB4hxMiCKrBcNBpcUtaiEr4PZ2_KbaDLyFKVEmzGLHPC2uk-3xeeawxAHUEWhafGkB1Ip0T95uzK1e2RQnw0UB7Bpnnt6NoobpwdCG2OL5DhA8vjvt2yCIMz760F5hz5a3JUlzcxBptsUmG1mfo9u3WiVmRB2W4ET_E-VR7Auz7EsI83CLr2CANOrkxf4ojG1dgTbTDBla0X5DmIooMxUO7PInLjgK3cKaMmNEElo4ffYYK5mXYhwLs-GLE0IQy61yOIY8EGFDr05zDhwliMfXF5x1dXBEuRZVgFkb4QctZDkeHlRFGHabPf_tvLtPu69Dun1gtIh1zQ5M-twnapJWjkNnQyNopySH7XJgdkCy6Od5dwmWCaWE9.DNWr4zvoh8JIJDB0ozvSUYLgQrrDfpCSasfFhqWOR7I&dib_tag=se&keywords=sneakers&qid=1743494016&sprefix=sneakers%2Caps%2C293&sr=8-40&xpid=S1FB5FzGkdri2&th=1,2025-09-05,2025-09-21,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1307.0,3.0,UNKNOWN,N/A,https://www.facebook.com/100089641404098/,2026-04-02 18:36:07
Adidas,776549644732253,Crypto Hub,107757408840637,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"Join today | Women's casual sneakers with a clean look
LIGHTWEIGHT COMFORT: Synthetic upper for durability and light weight
TWO-LAYER SOCKLINER: Cloudfoam Comfort sockliner is ultra-soft and plush, wi",amazon.com,Learn more,https://www.amazon.com/adidas-Womens-Tennis-Platin-Metallic/dp/B0CMGRZDYQ/ref=sr_1_40?crid=1NBTR8YGQFW3H&dib=eyJ2IjoiMSJ9.qsccUHcmUx13jLApMe2upHXIWmHr2HAleExNGQA8IYIWtP13VZEWSQ_VEOhI02thcJDXTKM33zB4hxMiCKrBcNBpcUtaiEr4PZ2_KbaDLyFKVEmzGLHPC2uk-3xeeawxAHUEWhafGkB1Ip0T95uzK1e2RQnw0UB7Bpnnt6NoobpwdCG2OL5DhA8vjvt2yCIMz760F5hz5a3JUlzcxBptsUmG1mfo9u3WiVmRB2W4ET_E-VR7Auz7EsI83CLr2CANOrkxf4ojG1dgTbTDBla0X5DmIooMxUO7PInLjgK3cKaMmNEElo4ffYYK5mXYhwLs-GLE0IQy61yOIY8EGFDr05zDhwliMfXF5x1dXBEuRZVgFkb4QctZDkeHlRFGHabPf_tvLtPu69Dun1gtIh1zQ5M-twnapJWjkNnQyNopySH7XJgdkCy6Od5dwmWCaWE9.DNWr4zvoh8JIJDB0ozvSUYLgQrrDfpCSasfFhqWOR7I&dib_tag=se&keywords=sneakers&qid=1743494016&sprefix=sneakers%2Caps%2C293&sr=8-40&xpid=S1FB5FzGkdri2&th=1,2025-09-04,2025-09-21,17,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1307.0,3.0,UNKNOWN,N/A,https://www.facebook.com/100089641404098/,2026-04-02 18:36:07
Adidas,1401650451059912,Crypto Lab,122094668198011368,INACTIVE,"FACEBOOK, INSTAGRAM",DCO,{{product.name}},"Join today | Women's casual sneakers with a clean look
LIGHTWEIGHT COMFORT: Synthetic upper for durability and light weight
TWO-LAYER SOCKLINER: Cloudfoam Comfort sockliner is ultra-soft and plush, wi",amazon.com,Learn more,https://www.amazon.com/adidas-Womens-Tennis-Platin-Metallic/dp/B0CMGRZDYQ/ref=sr_1_40?crid=1NBTR8YGQFW3H&dib=eyJ2IjoiMSJ9.qsccUHcmUx13jLApMe2upHXIWmHr2HAleExNGQA8IYIWtP13VZEWSQ_VEOhI02thcJDXTKM33zB4hxMiCKrBcNBpcUtaiEr4PZ2_KbaDLyFKVEmzGLHPC2uk-3xeeawxAHUEWhafGkB1Ip0T95uzK1e2RQnw0UB7Bpnnt6NoobpwdCG2OL5DhA8vjvt2yCIMz760F5hz5a3JUlzcxBptsUmG1mfo9u3WiVmRB2W4ET_E-VR7Auz7EsI83CLr2CANOrkxf4ojG1dgTbTDBla0X5DmIooMxUO7PInLjgK3cKaMmNEElo4ffYYK5mXYhwLs-GLE0IQy61yOIY8EGFDr05zDhwliMfXF5x1dXBEuRZVgFkb4QctZDkeHlRFGHabPf_tvLtPu69Dun1gtIh1zQ5M-twnapJWjkNnQyNopySH7XJgdkCy6Od5dwmWCaWE9.DNWr4zvoh8JIJDB0ozvSUYLgQrrDfpCSasfFhqWOR7I&dib_tag=se&keywords=sneakers&qid=1743494016&sprefix=sneakers%2Caps%2C293&sr=8-40&xpid=S1FB5FzGkdri2&th=1,2025-06-19,2025-07-29,40,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2213.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61550546450255/,2026-04-02 18:36:07
Nike,3286414788201465,Customize your Iphone,111196058289399,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",IMAGE,ThemeKit: Widget & Icon Themes,5000+ Icons & Themes - Customize Your Screen,itunes.apple.com,Install now,http://itunes.apple.com/app/id1602458018,2026-01-19,2026-02-03,15,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1446.0,,UNKNOWN,N/A,https://www.facebook.com/100082801342601/,2026-04-02 18:35:41
diskon,1140408591512533,Cyeecare id,741018749099565,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,✨ Toko Resmi CYEECARE | Perawatan Kulit & Rambut Lengkap!{{product.name}}{{product.current_price strip_zeros}},"🌸 Skincare & Haircare favorit, semua ada di satu tempat!
💧 Formula lembut & efektif, aman untuk semua jenis kulit termasuk kulit sensitif
🔥 Langsung dari Shopee Official Store, kualitas terjamin
⏰ Dis",shopee.co.id,Order now,https://shopee.co.id/cyeecare.id?utm_source=facebook-ca&utm_medium=seller&utm_campaign=s1368540320_SS_ID_FBC2_ID-01&utm_content=Official Store,2025-10-11,2026-04-01,172,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,12428.0,,UNKNOWN,N/A,https://www.facebook.com/61579838617353/,2026-04-02 18:38:47
Zara,1147626067578961,DJ ZaraKai,662500473609889,INACTIVE,"FACEBOOK, INSTAGRAM",VIDEO,N/A,"New Release “We Were So Good Together” (Short Lyrics). Now on All Platforms: Spotify, Apple Music, Amazon Music, Pandora, YouTube Music, iHeart Radio, Etc. 

#edm #dj #viralreels #newmusic #pop #dance",instagram.com,Visit Instagram profile,http://instagram.com/djzarakai,2025-11-30,2026-02-23,85,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,960.0,3.0,UNKNOWN,N/A,https://www.facebook.com/61576296629095/,2026-04-02 18:37:31
Adidas,1435434624958211,DeeVid App,751162668079841,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,Pruébalo ahora ✅👉,¿Quieres un vídeo impresionante? 🤯 ¡Sube una foto o escribe un texto y nuestra IA lo transformará en un vídeo espectacular en segundos! ⏱️ ¿Listo para dar rienda suelta a tu creatividad? ¡Introduce co,itunes.apple.com,Install now,http://itunes.apple.com/app/id6748743457,2026-01-30,2026-04-02,61,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,48.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61579168186451/,2026-04-02 18:36:07
diskon,568522525138796,Dekoruma Online Store,101863052216705,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}}-{{product.current_price strip_zeros}},"📢 Refresh susana hunianmu dengan furniture minimalis dan multifungsi Dekoruma. Belanjanya bisa lewat Shopee dan dapatkan diskon sd 60%! ✨
👉 Kunjungi Dekoruma Official Store di Shopee. Happy shopping! ",shopee.co.id,Shop now,https://shopee.co.id/dekorumaofficial?utm_source=facebook&utm_medium=paid&utm_campaign=dekoruma_retail-facebook-catalogue_sales-remarketing-shopee_furniture_all_product-2023-01,2023-01-16,2026-03-16,1154,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2179.0,,UNKNOWN,N/A,https://www.facebook.com/100071789862968/,2026-04-02 18:38:47
H&M,644639264996906,Domestika,137528501663,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}},Learn from expert professionals and join the largest online community for creatives. | Learn from expert professionals and join the largest online community for creatives.,domestika.org,Shop now,https://www.domestika.org/courses/popular,2025-03-25,2025-04-09,15,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,4415454.0,,UNKNOWN,N/A,https://www.facebook.com/domestika/,2026-04-02 18:37:56
Nike,1704318516881389,Double Play,564117636794115,INACTIVE,INSTAGRAM,VIDEO,N/A,"🖐 Шесть пальцев у футболиста?!

Ещё больше интересного на YouTube-канале DOUBLE PLAY",www.instagram.com,Learn more,https://www.instagram.com/doubleplay_nfl_mlb/reels/,2025-05-27,2025-08-21,86,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,0.0,2.0,UNKNOWN,N/A,https://www.facebook.com/61574925467260/,2026-04-02 18:35:41
H&M,1750630819171291,Dragon City,356417261082215,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,Dragon City - The Flame Tales: Birthday Edition 🧁,"DON'T MISS YOUR SLICE OF CAKE! 😱🎂
https://dragoncity.onelink.me/40H2/w2igfau0

Flame's throwing the biggest birthday bash Dragon City has ever seen…but there's just one little problem: Nyx is crashing",N/A,Send message,N/A,2025-05-16,2025-05-24,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,17112103.0,1.0,UNKNOWN,N/A,https://www.facebook.com/DragonCity/,2026-04-02 18:37:56
Zara,1083102213985592,DramaBox- movies and drama,157290527459891,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,N/A,"Para evitar ser comprada y vendida en matrimonio por su madre, Amy Ruiz aprovecha la oportunidad de su embarazo para marcharse de casa. Cinco años después, Mario Juárez descubre la existencia de ese h",play.google.com,Watch more,http://play.google.com/store/apps/details?id=com.storymatrix.drama,2025-08-04,2025-08-24,20,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,664615.0,4.0,UNKNOWN,N/A,https://www.facebook.com/61552602510168/,2026-04-02 18:37:31
Zara,618778134333593,DramaBox-Movies and drama,133474016526538,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",VIDEO,N/A,"Para evitar ser comprada y vendida en matrimonio por su madre, Amy Ruiz aprovecha la oportunidad de su embarazo para marcharse de casa. Cinco años después, Mario Juárez descubre la existencia de ese h",play.google.com,Watch more,http://play.google.com/store/apps/details?id=com.storymatrix.drama,2025-08-19,2025-10-12,54,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1585633.0,3.0,UNKNOWN,N/A,https://www.facebook.com/61554338662625/,2026-04-02 18:37:31
